City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,zuenoula,7.4292,-6.0431,33.29,44,89,1.35,CI,1712771018
294,itarantim,-15.6597,-40.0656,28.65,68,92,1.74,BR,1712771018
295,muynoq,43.7683,59.0214,16.6,38,20,3.09,UZ,1712771018
296,pula,44.8683,13.8481,18.31,55,0,8.23,HR,1712770793
297,crane,31.3974,-102.3501,17.93,30,7,9.3,US,1712771018
298,kirakira,-10.4544,161.9205,26.05,85,97,2.14,SB,1712771018
299,kourou,5.1552,-52.6478,29.03,81,97,4.48,GF,1712771018
300,aquin,18.2833,-73.4,27.4,71,23,3.31,HT,1712771019
301,wainwright,52.839,-110.8572,7.28,35,4,8.97,CA,1712771019
302,bilgoraj,50.5411,22.722,14.09,74,100,4.97,PL,1712771019
303,anadyr,64.75,177.4833,-10.72,92,75,6.0,RU,1712771019
304,mahibadhoo,3.7833,72.9667,29.68,72,48,4.63,MV,1712770854
305,richards bay,-28.783,32.0377,22.85,71,0,8.42,ZA,1712770761
306,santona,43.4439,-3.4576,16.17,66,54,1.54,ES,1712771019
307,cromer,52.9312,1.2989,13.0,93,100,8.94,GB,1712771020
308,kyren,51.6828,102.1408,7.75,82,86,1.34,RU,1712771020
309,carandai,-20.9536,-43.8064,28.02,73,28,2.04,BR,1712771020
310,nuku'alofa,-21.1333,-175.2,25.19,88,20,4.63,TO,1712771020
311,chinde,26.8418,88.0763,18.39,29,9,3.52,NP,1712771020
312,makueni boma,-1.8041,37.6203,19.84,90,47,1.27,KE,1712771021
313,guerrero negro,27.9769,-114.0611,22.99,37,0,2.98,MX,1712770919
314,kodiak,57.79,-152.4072,-2.27,80,75,6.17,US,1712771021
315,misratah,32.3754,15.0925,17.67,70,65,7.33,LY,1712771021
316,cimitarra,6.3142,-73.9497,35.15,49,5,1.53,CO,1712771021
317,la passe,45.5549,-0.8967,16.13,79,63,3.24,FR,1712770997
318,troitsko-pechorsk,62.7084,56.1964,-4.61,98,92,1.34,RU,1712771022
319,petropavlovsk-kamchatsky,53.0452,158.6483,1.33,96,75,3.0,RU,1712770904
320,havre,49.5833,0.3333,13.22,76,100,4.63,FR,1712771022
321,llaillay,-32.85,-70.9667,30.14,30,21,3.43,CL,1712770482
322,haverhill,42.7762,-71.0773,18.65,52,20,2.57,US,1712770822
323,acapulco de juarez,16.8634,-99.8901,27.9,74,100,4.63,MX,1712770870
324,puerto armuelles,8.2833,-82.8667,32.99,71,100,1.34,PA,1712770901
325,boundiali,9.5217,-6.4869,29.16,49,92,4.14,CI,1712771022
326,nyurba,63.2842,118.3319,-0.83,89,100,3.65,RU,1712771023
327,gangtok,27.3333,88.6167,15.01,55,45,3.27,IN,1712771023
328,san martin,-33.081,-68.4681,14.3,57,100,7.88,AR,1712771023
329,pailitas,8.9565,-73.6255,39.99,26,24,2.39,CO,1712771023
330,tacna,-18.0056,-70.2483,22.11,60,40,4.12,PE,1712771023
331,praia,14.9215,-23.5087,26.3,50,20,10.29,CV,1712771023
332,guozhen,34.3659,107.359,13.97,65,85,1.14,CN,1712771024
333,kruisfontein,-34.0033,24.7314,14.38,77,99,4.36,ZA,1712771024
334,karratha,-20.7377,116.8463,26.81,50,54,7.22,AU,1712771024
335,lorengau,-2.0226,147.2712,25.84,87,100,2.93,PG,1712771024
336,conduaga,8.862,117.4893,24.82,87,59,1.76,PH,1712771024
337,estevan,49.1334,-102.9842,12.19,47,0,7.72,CA,1712771024
338,hilo,19.7297,-155.09,24.6,92,100,0.0,US,1712771024
339,kuppam,12.75,78.3667,24.54,65,18,2.91,IN,1712771025
340,kailua-kona,19.6406,-155.9956,22.98,84,20,2.06,US,1712770751
341,anna regina,7.2644,-58.5077,30.2,63,33,4.45,GY,1712771025
342,campo grande,-20.4428,-54.6464,30.75,58,75,4.12,BR,1712770832
343,minas de marcona,-15.2119,-75.1103,24.06,55,81,6.35,PE,1712771025
344,homa bay,-0.5273,34.4571,21.21,87,62,2.3,KE,1712771025
345,sur,22.5667,59.5289,28.99,46,59,0.45,OM,1712771026
346,constantia,44.1833,28.65,13.38,73,0,3.11,RO,1712771026
347,tvoroyri,61.5556,-6.8111,6.43,91,100,11.93,FO,1712771026
348,castro,-24.7911,-50.0119,27.31,43,5,3.37,BR,1712770938
349,kuta,-8.7233,115.1723,27.97,88,20,1.03,ID,1712771026
350,velasco ibarra,-1.05,-79.6167,29.08,75,87,2.02,EC,1712771026
351,al wajh,26.2455,36.4525,23.97,35,0,1.54,SA,1712771026
352,howard springs,-12.497,131.047,23.95,76,87,2.66,AU,1712771027
353,cascais,38.6979,-9.4215,23.64,59,0,6.17,PT,1712771027
354,rovaniemi,66.5,25.7167,3.67,93,100,7.72,FI,1712771027
355,cole harbour,44.6724,-63.4751,9.96,54,20,5.14,CA,1712771027
356,ulsteinvik,62.3432,5.8487,7.64,78,100,5.36,NO,1712771027
357,changtu,42.7788,124.0955,11.28,66,99,7.08,CN,1712771027
358,lae,-6.7221,146.9847,24.11,81,99,2.04,PG,1712771028
359,kavaratti,10.5669,72.642,28.86,70,5,3.29,IN,1712771028
360,meadow lake,34.8014,-106.5436,17.04,21,0,4.17,US,1712771028
361,hotan,37.0997,79.9269,17.24,14,58,3.02,CN,1712771028
362,hailar,49.2,119.7,0.04,69,23,2.79,CN,1712771028
363,belyy yar,53.6039,91.3903,6.94,65,0,4.0,RU,1712771028
364,salalah,17.0151,54.0924,28.05,74,0,3.09,OM,1712771028
365,cestos city,5.46,-9.5828,29.19,76,52,4.45,LR,1712771028
366,neelankarai,12.9455,80.2575,30.04,79,40,2.06,IN,1712771029
367,tekirova,36.5017,30.5272,19.43,91,10,2.67,TR,1712771029
368,lebu,-37.6167,-73.65,14.09,52,100,1.91,CL,1712770895
369,remire-montjoly,4.9167,-52.2667,29.02,84,100,5.66,GF,1712771029
370,mumbwa,-14.9783,27.0619,19.88,95,99,1.22,ZM,1712771029
371,livingston,55.9029,-3.5226,13.4,88,75,8.75,GB,1712770901
372,inzhavino,52.3185,42.4937,17.04,75,2,3.52,RU,1712771029
373,colonia,50.9333,6.95,15.49,49,0,2.06,DE,1712770881
374,mili,6.0815,171.735,28.05,84,100,9.05,MH,1712771030
375,luwuk,-0.9516,122.7875,22.29,79,100,1.97,ID,1712770996
376,chatillon-sur-seine,47.8585,4.5738,8.45,80,53,2.36,FR,1712771030
377,tanggu,39.0211,117.6469,8.98,62,1,1.35,CN,1712770988
378,mount gambier,-37.8333,140.7667,13.38,71,85,2.29,AU,1712771030
379,suva,-18.1416,178.4415,25.71,94,40,0.0,FJ,1712771030
380,atherton,53.5237,-2.4935,15.2,88,100,0.89,GB,1712771031
381,shimoda,34.6667,138.95,8.95,76,54,3.57,JP,1712771031
382,muromtsevo,56.3724,75.2418,-2.77,95,100,1.7,RU,1712771031
383,siwa oasis,29.2041,25.5195,23.25,24,0,2.88,EG,1712771031
384,dongcun,36.7767,121.1597,9.9,86,100,2.2,CN,1712771031
385,progreso de alvaro obregon,20.25,-99.2,27.71,14,5,3.27,MX,1712771031
386,mossel bay,-34.1831,22.146,13.96,78,92,5.01,ZA,1712771031
387,rawson,-43.3002,-65.1023,13.36,45,13,5.07,AR,1712770843
388,eraan,9.0629,117.7016,25.41,82,45,2.05,PH,1712771032
389,prince rupert,54.3161,-130.3201,5.83,88,100,10.8,CA,1712771032
390,lautoka,-17.6167,177.4667,24.92,83,20,2.57,FJ,1712771032
391,ulladulla,-35.35,150.4667,11.94,86,3,2.54,AU,1712771032
392,timaru,-44.4,171.25,15.04,86,100,2.24,NZ,1712771032
393,vilyuysk,63.7553,121.6247,0.56,94,100,5.36,RU,1712770867
394,goniri,11.4833,12.3144,32.62,7,92,4.89,NG,1712771033
395,yangjiang,21.85,111.9667,22.48,84,74,2.22,CN,1712771033
396,asau,46.4333,26.4,17.82,43,15,0.29,RO,1712771033
397,taulaga,-11.0553,-171.0883,29.66,77,22,4.67,AS,1712771033
398,severodvinsk,64.5635,39.8302,7.06,99,100,5.74,RU,1712771034
399,el nido,11.1858,119.3956,26.85,80,80,2.63,PH,1712771034
400,ponta delgada,37.7333,-25.6667,18.44,88,75,4.63,PT,1712771034
401,ratnagiri,16.9833,73.3,26.17,80,25,3.76,IN,1712771034
402,hovd,48.0056,91.6419,6.49,40,100,3.88,MN,1712771034
403,namie,37.4833,141.0,3.17,81,76,2.32,JP,1712771034
404,sechura,-5.5569,-80.8222,28.65,56,84,4.13,PE,1712771034
405,nanpiao,41.0982,120.7479,7.62,70,75,2.1,CN,1712771035
406,malindi,-3.2175,40.1191,29.09,79,20,4.12,KE,1712771035
407,gilgit,35.9221,74.3087,8.79,46,98,0.89,PK,1712771035
408,reggane,26.7158,0.1714,34.5,9,48,6.46,DZ,1712771035
409,vila velha,-20.3297,-40.2925,29.97,86,40,5.66,BR,1712770522
410,kill devil hills,36.0307,-75.676,24.01,56,40,4.12,US,1712771035
411,bemidji,47.4736,-94.8803,18.28,41,0,0.45,US,1712771036
412,santana,-0.0583,-51.1817,33.1,66,75,4.12,BR,1712771036
413,springbok,-29.6643,17.8865,20.09,42,0,2.33,ZA,1712771036
414,new norfolk,-42.7826,147.0587,10.95,92,57,0.46,AU,1712770992
415,djibo,14.1022,-1.6306,38.37,16,91,7.9,BF,1712771036
416,plouzane,48.3833,-4.6167,12.18,100,100,6.69,FR,1712771036
417,akrehamn,59.2667,5.1833,8.89,81,75,4.12,NO,1712771036
418,bengkulu,-3.8004,102.2655,24.55,90,100,1.87,ID,1712771037
419,lijiang,26.8688,100.2207,6.64,88,93,2.45,CN,1712771037
420,lisakovsk,52.5369,62.4936,5.18,76,94,2.56,KZ,1712771037
421,livny,52.4253,37.6069,18.66,60,6,1.68,RU,1712771037
422,nazyvayevsk,55.5698,71.3529,-1.34,91,100,2.24,RU,1712771037
423,thunder bay,48.4001,-89.3168,11.99,66,75,3.6,CA,1712770791
424,cabo san lucas,22.8909,-109.9124,27.56,49,0,2.68,MX,1712770701
425,ciudad bolivar,8.1222,-63.5497,38.05,29,46,4.75,VE,1712771038
426,edeia,-17.3383,-49.9314,28.39,66,100,2.62,BR,1712771038
427,huanan,46.2167,130.5167,5.12,44,5,2.58,CN,1712771038
428,toungo,8.1167,12.05,32.46,26,92,0.51,NG,1712771038
429,mejit,10.2753,170.8646,26.88,81,96,9.91,MH,1712770982
430,al jawf,29.5,38.75,20.65,25,2,5.39,SA,1712771038
431,kyaiklat,16.4333,95.7333,29.34,62,65,1.33,MM,1712771038
432,christchurch,-43.5333,172.6333,20.82,62,20,7.72,NZ,1712770923
433,pudozh,61.8099,36.5345,8.86,83,100,1.79,RU,1712771039
434,kalemie,-5.9475,29.1947,23.1,85,31,1.37,CD,1712771039
435,pacasmayo,-7.4006,-79.5714,24.78,70,99,5.13,PE,1712771039
436,wad rawah,15.1603,33.1397,31.49,7,2,4.42,SD,1712771039
437,mount pearl,47.5166,-52.7813,1.19,66,75,7.72,CA,1712770890
438,tralee,52.2704,-9.7026,14.14,94,100,7.72,IE,1712771039
439,touros,-5.1989,-35.4608,29.82,67,97,2.48,BR,1712771040
440,gadzhiyevo,69.2551,33.3362,3.38,99,100,11.85,RU,1712771040
441,takoradi,4.8845,-1.7554,29.19,74,86,4.47,GH,1712771040
442,berezovyy,51.6667,135.7,0.95,79,61,2.19,RU,1712771040
443,akureyri,65.6835,-18.0878,-0.04,74,0,2.06,IS,1712770965
444,houghton,47.1219,-88.569,18.15,54,0,3.6,US,1712771040
445,nelson bay,-32.7167,152.15,17.84,74,61,3.58,AU,1712771040
446,enriquillo,17.9,-71.2333,29.82,55,0,6.47,DO,1712771041
447,roma,43.2128,-75.4557,17.27,74,100,4.12,US,1712770793
448,likiep,9.8251,169.3107,27.07,82,100,10.06,MH,1712771041
449,saudarkrokur,65.7461,-19.6394,1.24,83,64,0.37,IS,1712771041
450,nantucket,41.2835,-70.0995,13.08,79,0,7.72,US,1712771010
451,nyamti,14.15,75.5833,24.01,66,26,1.61,IN,1712771042
452,shubarshi,48.5872,57.1869,15.42,67,86,3.29,KZ,1712771042
453,mitu,1.1983,-70.1733,35.42,36,59,1.17,CO,1712771042
454,sambava,-14.2667,50.1667,26.16,90,16,1.33,MG,1712771042
455,dolinsk,47.35,142.8,0.96,80,94,4.08,RU,1712771042
456,grootfontein,-19.5667,18.1167,23.76,46,20,1.03,NA,1712771042
457,lucas,41.6501,-83.6666,18.05,39,0,5.14,US,1712771043
458,sharjah,25.3573,55.4033,30.16,37,0,2.06,AE,1712771043
459,freetown,8.484,-13.2299,28.84,70,63,2.06,SL,1712771043
460,natchez,31.5604,-91.4032,18.69,82,0,5.14,US,1712770813
461,mamou,10.5,-12.0,34.51,26,92,4.09,GN,1712771043
462,al muwayh,22.4333,41.7583,27.49,13,50,7.38,SA,1712771043
463,okahao,-17.885,15.0667,28.01,25,1,3.84,NA,1712771044
464,el calafate,-50.3408,-72.2768,7.96,62,20,2.27,AR,1712771040
465,elko,41.0002,-115.5012,13.13,42,17,2.68,US,1712770974
466,kenora,49.8167,-94.4337,11.54,54,75,1.54,CA,1712771044
467,newport,51.5877,-2.9984,13.95,95,100,7.05,GB,1712771044
468,kilindoni,-7.9139,39.6668,28.29,80,100,2.86,TZ,1712771044
469,happy valley-goose bay,53.3168,-60.3315,2.17,51,20,2.57,CA,1712770834
470,smithers,54.7804,-127.1743,1.18,75,100,2.06,CA,1712771045
471,cold lake,54.4502,-110.2017,5.97,56,100,10.29,CA,1712770974
472,sao joao da barra,-21.6403,-41.0511,30.05,81,1,5.24,BR,1712771045
473,el haouaria,37.05,11.0144,16.01,63,0,11.46,TN,1712771045
474,bakchar,57.0186,82.0711,-7.53,89,88,1.8,RU,1712771045
475,general conesa,-40.1,-64.4333,17.11,22,100,5.36,AR,1712771045
476,chiras,35.4167,65.9823,2.99,70,4,3.15,AF,1712771046
477,lagoa,39.05,-27.9833,15.85,93,98,9.31,PT,1712771046
478,manavalakurichi,8.1333,77.3,28.26,74,68,2.07,IN,1712771046
479,sinjai,-5.1241,120.253,23.87,91,100,1.84,ID,1712771046
480,bikaner,28.0167,73.3,29.89,8,35,5.3,IN,1712771046
481,broken hill,-31.95,141.4333,11.06,65,0,3.98,AU,1712771046
482,chiroqchi,39.0336,66.5722,16.79,53,25,1.93,UZ,1712771047
483,kenai,60.5544,-151.2583,-1.03,97,100,1.54,US,1712771047
484,la gi,10.6667,107.7833,26.81,78,51,7.17,VN,1712771047
485,save,8.0425,2.486,30.46,56,97,2.3,BJ,1712771047
486,llallagua,-18.4167,-66.6333,14.16,45,99,3.61,BO,1712771047
487,kiunga,-6.1219,141.2906,23.5,99,98,0.83,PG,1712771047
488,al jaradiyah,16.5795,42.9124,30.72,68,34,2.85,SA,1712771047
489,shetpe,44.1667,52.1167,18.63,29,87,2.23,KZ,1712771048
490,tromso,69.6496,18.957,5.01,87,75,1.54,NO,1712771048
491,homer,59.6425,-151.5483,-0.13,74,0,2.68,US,1712771048
492,pio xii,-3.8325,-45.1525,29.83,81,100,1.01,BR,1712771048
493,port blair,11.6667,92.75,29.02,89,20,1.03,IN,1712771049
494,ginir,7.1333,40.7,16.7,84,61,1.59,ET,1712771049
495,lazaro cardenas,17.9583,-102.2,28.42,54,32,5.47,MX,1712770909
496,fortuna,40.5982,-124.1573,12.74,93,100,2.57,US,1712770843
497,woolgoolga,-30.1106,153.2007,16.93,63,23,4.74,AU,1712771049
498,northwood,40.4728,-83.7324,17.2,96,100,2.57,US,1712770869
499,arno,60.1167,18.6333,6.55,61,66,9.15,SE,1712771049
500,gaozhou,21.9392,110.8461,23.45,79,95,2.56,CN,1712771050
501,kone,-21.0595,164.8658,24.35,94,100,0.67,NC,1712771050
502,ouricuri,-7.8825,-40.0817,29.24,56,93,2.31,BR,1712771050
503,ustrzyki dolne,49.4304,22.5938,11.28,82,100,2.25,PL,1712771050
504,karachi,24.9056,67.0822,25.9,73,40,3.09,PK,1712770805
505,el naranjo,21.4667,-98.6,36.56,21,0,3.67,MX,1712771050
506,cooper's town,26.8667,-77.5167,23.2,73,94,7.93,BS,1712771050
507,lata,40.1629,-8.3327,22.73,65,98,1.83,PT,1712770910
508,tyukhtet,56.5389,89.3011,-4.31,86,93,2.81,RU,1712771051
509,las lomitas,-24.7096,-60.593,28.72,80,50,0.6,AR,1712770991
510,tqvarch'eli,42.8404,41.6801,12.71,95,100,0.67,GE,1712771051
511,lively,46.4334,-81.1498,15.01,48,27,4.66,CA,1712771051
512,lyantor,61.6195,72.1555,-12.1,88,100,3.44,RU,1712771051
513,egilsstadir,65.2653,-14.3948,-0.05,93,75,5.14,IS,1712770894
514,lampang,18.3333,99.5,27.7,5,91,0.86,TH,1712771052
515,arkhangel'sk,64.5401,40.5433,7.06,70,40,6.0,RU,1712770954
516,ambo,-10.1308,-76.2047,24.61,56,62,3.5,PE,1712771052
517,pakala,13.4667,79.1167,24.33,82,48,2.65,IN,1712771052
518,imperial,33.0334,-115.4175,28.03,10,0,2.24,US,1712771052
519,motueka,-41.1333,173.0167,16.92,92,100,4.6,NZ,1712771052
520,nago,26.5881,127.9761,20.64,74,11,3.73,JP,1712771052
521,viedma,-40.8135,-62.9967,16.04,33,4,6.46,AR,1712770768
522,jawhar,2.7809,45.5005,28.8,65,52,6.01,SO,1712771053
523,yashan,22.1975,109.9419,22.56,91,95,2.46,CN,1712771053
524,aspen,39.1911,-106.8175,6.58,42,20,2.57,US,1712770994
525,shillong,25.5689,91.8831,15.89,37,75,1.19,IN,1712771053
526,swan hill,-35.3378,143.5544,11.26,75,0,3.2,AU,1712771040
527,at taj,24.2049,23.2857,21.87,16,77,4.47,LY,1712771053
528,boa viagem,-5.1275,-39.7322,27.64,82,100,2.36,BR,1712771054
529,vetovo,43.7,26.2667,14.27,51,1,3.98,BG,1712771054
530,huarmey,-10.0681,-78.1522,25.28,73,40,3.85,PE,1712771054
531,bushehr,28.9684,50.8385,26.05,65,100,7.2,IR,1712771054
532,fallon,39.4735,-118.7774,16.17,43,0,1.54,US,1712770880
533,oppdal,62.5943,9.6912,1.54,76,97,5.0,NO,1712771054
534,vila franca do campo,37.7167,-25.4333,18.27,99,100,4.86,PT,1712771054
535,yaren,-0.5472,166.916,27.62,82,100,6.67,NR,1712771055
536,cozumel,20.5083,-86.9458,31.08,62,40,7.2,MX,1712770779
537,kapshagay,43.8833,77.0833,11.81,57,81,1.51,KZ,1712771055
538,naberera,-4.2,36.9333,19.0,91,68,2.79,TZ,1712771055
539,las navas del marques,40.6024,-4.3345,15.98,66,20,4.32,ES,1712771055
540,umm as sahik,26.6536,49.9164,27.08,42,99,3.99,SA,1712771055
541,tofol,5.3248,163.0078,28.39,81,89,8.82,FM,1712771056
542,elverum,60.8819,11.5623,4.63,65,92,4.32,NO,1712770907
543,paungde,18.4833,95.5,31.54,47,44,4.31,MM,1712771056
544,kabare,-2.4683,28.8242,17.0,96,74,1.07,CD,1712771056
545,dubti,11.7361,41.0853,36.38,28,3,3.72,ET,1712771056
546,beaufort west,-32.3567,22.583,14.33,68,69,6.42,ZA,1712771056
547,andergrove,-21.0833,149.1833,14.8,55,3,6.16,AU,1712771056
548,igarka,67.4667,86.5833,-24.43,96,37,4.47,RU,1712770856
549,ar raqqah,35.95,39.0167,19.13,50,3,3.52,SY,1712771057
550,trincomalee,8.5711,81.2335,29.71,75,83,4.26,LK,1712771057
551,scalea,39.813,15.7956,14.51,73,86,2.97,IT,1712771057
552,behshahr,36.6923,53.5526,12.97,92,77,2.23,IR,1712771057
553,inhambane,-23.865,35.3833,24.99,83,40,8.23,MZ,1712771057
554,zaraza,9.3503,-65.3245,38.65,18,38,3.12,VE,1712771058
555,tabou,4.423,-7.3528,29.26,72,63,4.47,CI,1712771058
556,outokumpu,62.7269,29.0159,5.94,82,100,5.49,FI,1712771058
557,qaisumah,28.3112,46.1273,26.98,28,0,5.14,SA,1712771058
558,praia da vitoria,38.7333,-27.0667,19.14,88,75,7.02,PT,1712770840
559,dubovka,49.0583,44.829,16.53,45,21,3.42,RU,1712771059
560,dongyang,29.2678,120.2253,15.0,80,68,1.38,CN,1712771059
561,harper,4.375,-7.7169,29.32,71,78,4.41,LR,1712771059
562,tanout,14.9709,8.8879,34.25,8,52,3.6,NE,1712771059
563,aljezur,37.3191,-8.8033,20.0,58,85,2.76,PT,1712771059
564,port saint john's,-31.6229,29.5448,19.42,79,66,9.99,ZA,1712771059
565,luderitz,-26.6481,15.1594,19.47,66,0,8.2,NA,1712771049
566,tsiombe,-25.3,45.4833,25.25,73,94,5.77,MG,1712771060
567,roses,42.262,3.1769,17.54,45,18,11.62,ES,1712771060
568,rikaze,29.25,88.8833,1.62,33,33,1.25,CN,1712771060
569,sao lourenco do sul,-31.3653,-51.9783,22.55,72,84,6.31,BR,1712771060
570,krumovgrad,41.4667,25.65,18.35,59,0,2.45,BG,1712771060
571,jamaame,0.0697,42.745,29.37,73,59,3.52,SO,1712771060
572,shizunai-furukawacho,42.3339,142.3669,3.26,74,0,2.59,JP,1712771060
573,tot'ma,59.9747,42.7642,7.6,84,72,2.88,RU,1712771061
574,colceag,44.95,26.35,17.12,38,2,3.39,RO,1712771061
575,westport,41.1415,-73.3579,19.23,63,100,3.13,US,1712771033
576,beykonak,36.3257,30.303,18.06,78,6,2.28,TR,1712771061
577,shalqar,47.8333,59.6,13.83,73,85,1.51,KZ,1712771061
578,basco,20.4487,121.9702,25.88,78,87,7.44,PH,1712771061
579,sept-iles,50.2001,-66.3821,3.36,75,20,3.6,CA,1712770927
580,puerto baquerizo moreno,-0.9,-89.6,27.55,83,40,2.06,EC,1712770808
581,nicoya,10.1483,-85.452,36.56,37,94,1.57,CR,1712771062
582,shannon,52.7039,-8.8642,14.52,94,75,10.29,IE,1712771062
583,penzance,50.1186,-5.5371,12.38,95,100,10.11,GB,1712771062
584,kirensk,57.7853,108.1119,2.2,96,100,2.24,RU,1712770908
585,lerwick,60.1545,-1.1494,7.0,92,100,7.99,GB,1712771062
586,bodo,67.28,14.405,6.02,97,75,9.26,NO,1712770788
587,yanykurgan,43.915,67.2481,16.09,46,7,3.14,KZ,1712771063
588,sampit,-2.5333,112.95,24.21,99,100,0.49,ID,1712771063
589,kahama,-3.8333,32.6,19.72,84,31,0.83,TZ,1712771063
